SN,Source,Region,Country,Country_ID,ISO2,ISO3,ADMIN1_NAME,ADMIN1_CODE,ADMIN2_NAME,ADMIN2_CODE,IU_NAME,IU_ID,LocationName,Longitude,Latitude,LocationType,Georeliability,Year_MDA1,N_MDA,Baseline_Prev,SurveyYear,Period,SurveyMonth,Passage,Method_0,Method_1,Method_2,Age_start,Age_end,Examined,Positive,Prevalence,CMFL,Vector_spp,Perc_PoolPositive,SourceOrigen,Funding,Composite_IU_ID
9628,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,YUBDO,19034,Abdisa,35.49833,8.94431,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,3,0.086,null,,null,,APOC Trust Fund,AETH0194819034
9629,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Sherkole,18702,Abijendo,34.94536,10.7761,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,7,0.233,null,,null,,APOC Trust Fund,AETH0194418702
9630,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Borecha,18794,Abobo,36.64555,8.39801,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,13,0.371,null,,null,,APOC Trust Fund,AETH0194818794
9631,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Chora,18807,Aboro,36.05412,8.36761,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,8,0.229,null,,null,,APOC Trust Fund,AETH0194818807
9632,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Asossa,18686,Abramo,34.51067,9.98994,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,3,0.06,null,,null,,APOC Trust Fund,AETH0194418686
9633,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,B/DIRMEJI,18771,Abshala 1ffaa,35.74819,9.45202,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,14,0.4,null,,null,,APOC Trust Fund,AETH0194818771
9634,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,BEGHI,18774,Abshala 2,34.51237,9.18262,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,11,0.314,null,,null,,APOC Trust Fund,AETH0194818774
9635,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,BEGHI,18774,Abshala 3,34.5114,9.18497,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,3,0.086,null,,null,,APOC Trust Fund,AETH0194818774
9636,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,BEGHI,18774,Abshala 4,34.51111,9.18908,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,9,0.257,null,,null,,APOC Trust Fund,AETH0194818774
9637,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,BEGHI,18774,Abshara Dong,34.50847,9.17964,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,11,0.314,null,,null,,APOC Trust Fund,AETH0194818774
9638,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Dega,18821,Abu,36.16234,8.58927,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,11,0.344,null,,null,,APOC Trust Fund,AETH0194818821
9639,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Kurmuk,18695,Abureha,34.4932,10.55131,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,1,0.033,null,,null,,APOC Trust Fund,AETH0194418695
9640,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Sheka,3182,Andracha woreda,19126,ACHI,35.3167,7.5667,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,50,24,0.48,null,,null,,APOC Trust Fund,AETH0195019126
9641,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Gambela,1946,Mezhenger,3170,Godere,18718,ACHINE,35.0833,7.1667,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,37,11,0.297,null,,null,,APOC Trust Fund,AETH0194618718
9642,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Horo Guduru,16644,Amuru,18760,Ada Kelate,36.90529,10.17466,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,8,0.267,null,,null,,APOC Trust Fund,AETH0194818760
9643,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,N. Gonder,3171,Quara,18650,ADARKAY,35.91093,12.20659,Village,1,null,null,null,null,,,null,Phase 1b Epidemiological evaluation,Parasitological,Parasitology (Skin biopsy),null,null,151,0,0,0,,null,APOC,APOC Trust Fund,AETH0194318650
9644,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Bench Maji,3134,North Bench,19236,ADDISU BI,35.371705,6.955786,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,11,0.367,null,,null,,APOC Trust Fund,AETH0195019236
9645,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Tigray,1951,W Tigray,3188,Kafta humera,19297,Adebay,36.76061,14.19483,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,229,0,0,null,,null,,APOC Trust Fund,AETH0195119297
9646,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Nunu Kumba,18980,Adere aba konsh,36.77049,8.80757,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,29,8,0.276,null,,null,,APOC Trust Fund,AETH0194818980
9647,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Tigray,1951,W Tigray,3188,Kafta humera,19297,Adi Goshu,37.30662,14.16216,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,235,0,0,null,,null,,APOC Trust Fund,AETH0195119297
9648,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Tigray,1951,W Tigray,3188,Tsegeda,19323,Adi salam,37.58967,13.53566,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,125,0,0,null,,null,,APOC Trust Fund,AETH0195119323
9649,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Didesa,18830,Adis Alem,36.47275,8.05197,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,4,0.133,null,,null,,APOC Trust Fund,AETH0194818830
9650,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Gera,18865,Adis Ketema,36.05035,7.60254,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,12,0.4,null,,null,,APOC Trust Fund,AETH0194818865
9651,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Bench Maji,3134,Guraferda,19192,ADISU BIR,35.35,6.8667,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,35,18,0.514,null,,null,,APOC Trust Fund,AETH0195019192
9652,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Borecha,18794,Adosa,36.6477,8.44075,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,6,0.182,null,,null,,APOC Trust Fund,AETH0194818794
9653,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Borecha,18794,Adosa Kersa,36.65626,8.44037,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,9,0.257,null,,null,,APOC Trust Fund,AETH0194818794
9654,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Dawro,3138,Tocha,19260,Aduma,37.05301,7.11985,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,2,0.04,null,,null,,APOC Trust Fund,AETH0195019260
9655,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,BEGHI,18774,Afillo 1,34.50914,9.18968,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,15,0.429,null,,null,,APOC Trust Fund,AETH0194818774
9656,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,BEGHI,18774,Afillo 3,34.50678,9.18778,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,2,0.057,null,,null,,APOC Trust Fund,AETH0194818774
9657,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Gudeya Bila,18883,Agalo,37.02975,9.23806,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,1,0.033,null,,null,,APOC Trust Fund,AETH0194818883
9658,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Silti,3185,Dalocha,19163,Agam,38.22814,7.69356,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0195019163
9659,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Nunu Kumba,18980,Agamsa,36.76044,8.82673,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,25,8,0.32,null,,null,,APOC Trust Fund,AETH0194818980
9660,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Didesa,18830,AGAYO,36.4167,8.05,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,42,0,0,null,,null,,APOC Trust Fund,AETH0194818830
9661,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Kamashi,3161,Agalometi,18684,Agelo Met,35.77097,9.64848,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,35,6,0.171,null,,null,,APOC Trust Fund,AETH0194418684
9662,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Gurage,3152,Ezha,19179,Agena,38.01626,8.13721,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0195019179
9663,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,West Gurage,22002,Enemore Ener,19177,Agere Geb,37.70542,8.03524,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,32,0,0,null,,null,,APOC Trust Fund,AETH0195019177
9664,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Sokoru,19012,Ageyo,37.46189,8.03261,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,43,3,0.07,null,,null,,APOC Trust Fund,AETH0194819012
9665,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,Jarso,18914,Agu,35.26715,9.47719,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,51,12,0.235,null,,null,,APOC Trust Fund,AETH0194818914
9666,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Metekel,3169,Wombera,18703,Aibwagenen ( Washawag ),35.43301,10.4915,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,8,0.16,null,,null,,APOC Trust Fund,AETH0194418703
9667,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Tiro Afeta,19019,Akale,37.26335,7.92314,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,0,0,null,,null,,APOC Trust Fund,AETH0194819019
9668,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Menge,18698,Akande,34.80033,10.29401,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,31,6,0.194,null,,null,,APOC Trust Fund,AETH0194418698
9669,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Gambela,1946,Itang,3157,Itang,18720,Akedo Hukumo,34.26812,8.19207,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,0,0,null,,null,,APOC Trust Fund,AETH0194618720
9670,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Hadiya,3153,Anlemo,19127,Akegele,38.00807,7.67857,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,33,0,0,null,,null,,APOC Trust Fund,AETH0195019127
9671,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Gambela,1946,Agnua II,3127,Gog,18719,Akemagillo,34.17625,7.6319,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,5,0.1,null,,null,,APOC Trust Fund,AETH0194618719
9672,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,YUBDO,19034,Alaku,35.43143,8.95072,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,1,0.029,null,,null,,APOC Trust Fund,AETH0194819034
9673,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Gambela,1946,Agnua II,3127,Gog,18719,Alari,34.23237,7.63843,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,1,0.02,null,,null,,APOC Trust Fund,AETH0194618719
9674,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,BEGHI,18774,Albula,34.48822,9.40272,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,0,0,null,,null,,APOC Trust Fund,AETH0194818774
9675,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Kelem Wellega,3164,Dalle Sedi,18811,ALEM TEFE,35.232765,8.901949,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,33,11,0.333,null,,null,,APOC Trust Fund,AETH0194818811
9676,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Didesa,18830,Alemgena,36.45122,8.03911,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,31,4,0.129,null,,null,,APOC Trust Fund,AETH0194818830
9677,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Limmu Seka,18946,Alga,37.12431,8.54943,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,28,2,0.071,null,,null,,APOC Trust Fund,AETH0194818946
9678,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Gechi,18861,Alga 1,36.55645,8.44802,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,20,0,0,null,,null,,APOC Trust Fund,AETH0194818861
9679,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Gechi,18861,Alga 2,36.55856,8.45428,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,24,1,0.042,null,,null,,APOC Trust Fund,AETH0194818861
9680,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,N. Gonder,3171,Takusa,18666,Alisefer,36.64125,12.15012,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,2,0.063,null,,null,,APOC Trust Fund,AETH0194318666
9681,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Silti,3185,Silti,19250,Alkeso,38.27843,7.96162,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0195019250
9682,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NOLE K.,18973,Alle,35.65359,8.73076,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,6,0.171,null,,null,,APOC Trust Fund,AETH0194818973
9683,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,S.W. Shewa,3181,Goro,19332,Allelu,37.81071,8.45236,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,192,0,0,null,,null,,APOC Trust Fund,AETH0194819332
9684,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Asossa,18686,Alubo,34.49708,10.17322,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,30,0.6,null,,null,,APOC Trust Fund,AETH0194418686
9685,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,E. Gojam,3142,Machakel,18632,AMANUEL,37.601876,10.439498,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,31,0,0,null,,null,,APOC Trust Fund,AETH0194318632
9686,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,E. Gojam,3142,Machakel,18632,Amare,37.51057,10.53152,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,240,0,0,null,,null,,APOC Trust Fund,AETH0194318632
9687,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Asossa,18686,Amba-4,34.57211,10.06164,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,0,0,null,,null,,APOC Trust Fund,AETH0194418686
9688,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Homosha,18693,AMBA 1,34.6167,10.3167,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,35,1,0.029,null,,null,,APOC Trust Fund,AETH0194418693
9689,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Gida Ayana,18866,AMBAW,36.643272,9.682721,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0194818866
9690,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Bedele Rural,18781,Ambelta,36.53545,8.43547,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,22,0,0,null,,null,,APOC Trust Fund,AETH0194818781
9691,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,W. Shewa,3190,Ambo Rural,18757,AMBO,37.868577,8.971609,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0194818757
9692,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,L/ASSABI,18936,Amdo,35.57981,9.11301,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,3,0.094,null,,null,,APOC Trust Fund,AETH0194818936
9693,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,B/DIRMEJI,18771,Amera 1ffaa,35.75651,9.45484,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,6,0.182,null,,null,,APOC Trust Fund,AETH0194818771
9694,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Asosa,3131,Menge,18698,Amorolo,34.9594,10.31444,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,18,0.6,null,,null,,APOC Trust Fund,AETH0194418698
